ItemID: 14484, Value: 300000000
ItemID: 13861, Value: 25000000
ItemID: 13862, Value: 25000000
ItemID: 13864, Value: 10000000
ItemID: 13865, Value: 10000000
ItemID: 13867, Value: 10000000
ItemID: 13868, Value: 10000000
ItemID: 13870, Value: 25000000
ItemID: 13871, Value: 25000000
ItemID: 13873, Value: 25000000
ItemID: 13874, Value: 25000000
ItemID: 13876, Value: 10000000
ItemID: 13877, Value: 10000000
ItemID: 13879, Value: 100000
ItemID: 13880, Value: 100000
ItemID: 13881, Value: 100000
ItemID: 13882, Value: 100000
ItemID: 13883, Value: 100000
ItemID: 6564, Value: 2500000
ItemID: 6565, Value: 2500000
ItemID: 6576, Value: 2500000
ItemID: 16347, Value: 75000000
ItemID: 16348, Value: 75000000
ItemID: 17317, Value: 75000000
ItemID: 17318, Value: 75000000
ItemID: 16353, Value: 75000000
ItemID: 16354, Value: 100000000
ItemID: 12183, Value: 75000000
ItemID: 12610, Value: 30000
ItemID: 12612, Value: 30000
ItemID: 12614, Value: 30000
ItemID: 12616, Value: 30000
ItemID: 12618, Value: 30000
ItemID: 17161, Value: 30000
ItemID: 17163, Value: 30000
ItemID: 17165, Value: 30000
ItemID: 17167, Value: 30000
ItemID: 17168, Value: 30000
ItemID: 12844, Value: 100000
ItemID: 8871, Value: 100000
ItemID: 15069, Value: 1000000000
ItemID: 15071, Value: 750000000
ItemID: 16955, Value: 2000000000
ItemID: 16403, Value: 2000000000
ItemID: 10944, Value: 5
ItemID: 16711, Value: 750000000
ItemID: 16712, Value: 750000000
ItemID: 17259, Value: 750000000
ItemID: 17260, Value: 750000000
ItemID: 16689, Value: 750000000
ItemID: 16690, Value: 750000000
ItemID: 16293, Value: 250000000
ItemID: 16294, Value: 250000000

ItemID: 16887, Value: 2500
ItemID: 17061, Value: 2500
ItemID: 17193, Value: 2500
ItemID: 17215, Value: 2500
ItemID: 17339, Value: 2500
ItemID: 16755, Value: 500000000
ItemID: 16756, Value: 500000000
ItemID: 17237, Value: 500000000
ItemID: 17238, Value: 500000000
ItemID: 16865, Value: 500000000
ItemID: 16866, Value: 500000000
ItemID: 17017, Value: 500000000
ItemID: 15262, Value: 1000000000
ItemID: 15300, Value: 1000000
ItemID: 15332, Value: 1000000
ItemID: 12845, Value: 1500000000
ItemID: 4565, Value: 1250000000
ItemID: 15600, Value: 200000000
ItemID: 15602, Value: 200000000
ItemID: 15604, Value: 200000000
ItemID: 15606, Value: 200000000
ItemID: 15608, Value: 200000000
ItemID: 15610, Value: 200000000
ItemID: 15612, Value: 200000000
ItemID: 15614, Value: 200000000
ItemID: 15616, Value: 200000000
ItemID: 15618, Value: 200000000
ItemID: 15620, Value: 200000000
ItemID: 15622, Value: 200000000
ItemID: 8007, Value: 50000
ItemID: 8008, Value: 50000
ItemID: 8009, Value: 50000
ItemID: 8013, Value: 50000
ItemID: 16931, Value: 250000000
ItemID: 16932, Value: 250000000
ItemID: 16195, Value: 250000000
ItemID: 18344, Value: 250000000
ItemID: 18839, Value: 250000000
ItemID: 12852, Value: 25000000
ItemID: 6857, Value: 100000000
ItemID: 6859, Value: 100000000
ItemID: 6861, Value: 100000000
ItemID: 9470, Value: 250000000
ItemID: 16174, Value: 2000000000
ItemID: 16909, Value: 2000000000
ItemID: 10156, Value: 500000000
ItemID: 10157, Value: 500000000
ItemID: 6910, Value: 500000000
ItemID: 6911, Value: 50000000
ItemID: 17235, Value: 15000000
ItemID: 17236, Value: 15000000
ItemID: 16863, Value: 15000000
ItemID: 16864, Value: 15000000
ItemID: 16753, Value: 10000000
ItemID: 16754, Value: 10000000
ItemID: 18691, Value: 75000000
ItemID: 18692, Value: 75000000
ItemID: 17349, Value: 350000000
ItemID: 17350, Value: 350000000
ItemID: 16873, Value: 750000000
ItemID: 11850, Value: 13000000
ItemID: 11846, Value: 21000000
ItemID: 11852, Value: 21000000
ItemID: 11848, Value: 41000000
ItemID: 11854, Value: 13000000
ItemID: 11856, Value: 13000000
ItemID: 14596, Value: 400000000
ItemID: 19709, Value: 10000000
ItemID: 299, Value: 3000000
